id model flag pred
1ZC5 81 1 1
1ZC5 85 1 1
1ZC5 34 1 1
1ZC5 82 1 1
1ZC5 94 0 0
1ZC5 18 1 1
1ZC5 37 0 0
1ZC5 83 1 1
1ZC5 70 1 1
1ZC5 66 1 0
1ZC5 93 0 0
1ZC5 40 0 0
1ZC5 57 0 1
1ZC5 53 1 1
1ZC5 52 0 0
1ZC5 33 0 0
1ZC5 32 1 1
1ZC5 45 1 1
1ZC5 79 1 1
1ZC5 11 0 0
1ZC5 3 1 1
1ZC5 74 1 0
1ZC5 98 1 1
1ZC5 63 1 1
1ZC5 20 1 1
1ZC5 36 0 1
1ZC5 95 0 0
1ZC5 28 1 0
1ZC5 47 0 1
1ZC5 39 1 1
1ZC5 68 1 1
1ZC5 100 0 0
1ZC5 55 0 0
1ZC5 96 1 1
1ZC5 89 1 1
1ZC5 41 1 1
1ZC5 49 1 1
1ZC5 60 1 1
1ZC5 24 0 0
1ZC5 35 0 1
1ZC5 87 0 1
1ZC5 54 0 0
1ZC5 78 0 0
1ZC5 16 1 1
1ZC5 84 1 0
1ZC5 42 1 1
1ZC5 46 0 0
1ZC5 92 1 0
1ZC5 27 0 0
1ZC5 99 1 1
1ZC5 44 1 1
1ZC5 56 0 1
1ZC5 25 1 1
1ZC5 5 1 1
1ZC5 59 0 0
1ZC5 50 1 1
1ZC5 22 0 0
1ZC5 88 1 1
1ZC5 4 0 0
1ZC5 75 1 1
1ZC5 31 0 0
1ZC5 67 1 1
1ZC5 71 0 0
1ZC5 43 1 1
1ZC5 48 0 0
1ZC5 90 1 1
1ZC5 9 0 0
1ZC5 61 1 1
1ZC5 1 1 1
1ZC5 91 1 1
1ZC5 58 0 0
1ZC5 23 0 0
1ZC5 62 1 1
1ZC5 64 1 1
1ZC5 8 1 1
1ZC5 97 1 0
1ZC5 14 1 0
1ZC5 69 1 1
1ZC5 86 1 1
1ZC5 15 1 1
1ZC5 30 0 0
1ZC5 29 1 1
1ZC5 12 0 0
1ZC5 19 0 1
1ZC5 21 0 1
1ZC5 51 0 0
1ZC5 26 1 1
1ZC5 7 0 0
1ZC5 72 1 1
1ZC5 77 1 0
1ZC5 2 0 0
1ZC5 17 0 1
1ZC5 65 1 1
1ZC5 80 0 0
1ZC5 6 1 1
1ZC5 76 0 0
1ZC5 10 0 0
1ZC5 73 0 0
1ZC5 13 0 0
1ZC5 38 0 0
